Latitude,Longitude
13.98014,13.102481
8.817655,6.950338
13.630238,10.860079
9.398936,5.104104
5.043355,12.069665
5.45243,9.926657
9.840493,10.240796
12.814763,6.841286
6.495179,13.074548
7.441748,4.587879
6.61283,8.883833
13.655355,9.518131
7.420946,4.020944
8.736341,10.910485
6.760301,4.245114
5.373055,8.233158
4.107974,5.697476
4.106184,11.757208
5.611012,6.818809
12.419898,8.06972
5.287327,7.727389
12.8487,11.22513
8.952614,9.680104
11.772176,13.511386
8.98867,5.94791
12.36027,4.565625
8.953428,9.766127
12.821608,5.792105
13.767382,11.094837
10.401103,13.538905
4.082906,4.906164
9.342312,10.356647
5.505338,9.880532
13.567011,4.910162
12.977905,5.376087
6.220213,10.486925
7.623419,5.467435
7.210657,11.091072
12.842698,11.365765
7.37938,6.109687
6.627075,3.706593
11.715351,5.810323
13.90911,13.153508
12.293587,4.89864
8.829621,11.559219
6.874274,10.922983
7.726278,10.766523
10.001224,12.548305
8.342677,12.936633
9.361387,9.61646
13.008195,9.143249
5.087184,12.834858
8.067819,7.247292
7.439646,5.28797
9.854101,8.386044
12.956454,3.083001
11.331358,9.040798
6.598868,5.996167
5.530603,12.283118
10.048713,9.712292
11.682523,11.230345
9.143914,5.920156
4.326695,10.529108
10.478877,12.55098
5.548604,12.79207
11.737318,5.096471
11.581412,9.376649
12.307249,8.929484
11.197372,8.909435
11.678313,9.76408
5.513293,7.533955
4.601703,11.217067
10.227665,10.266036
13.933835,12.14238
12.71181,12.372897
6.356351,6.485419
12.706171,8.647852
10.089115,7.359018
10.477311,4.869523
9.685678,5.5961
12.557967,12.376127
7.997332,3.401743
7.044849,6.790457
10.139635,7.418279
11.961291,13.202034
4.994535,8.096025
8.464371,6.579762
12.269624,13.181187
7.711322,6.544051
5.221292,4.190439
5.636534,9.96754
13.500173,7.255469
11.52725,8.952632
13.249042,7.933952
9.350988,4.363454
13.349268,6.589446
6.334891,13.908908
4.808406,8.987408
11.625002,3.303432
6.180816,7.173417
9.83142,11.977667
11.169663,3.860498
10.190548,11.993836
9.108442,5.19686
9.912664,8.564473
6.639199,13.252863
9.829705,12.708098
4.982345,5.479711
12.801248,10.569079
13.995915,6.087069
13.242771,6.176068
9.731837,4.449304
13.541129,12.258465
12.193721,11.353113
6.71909,3.124589
11.688665,8.607365
11.858019,11.932582
10.167027,4.0163
8.900425,9.020572
4.541677,9.391581
7.440009,5.959294
11.311138,12.326879
5.905188,5.216341
13.535321,10.716605
8.681305,12.97052
6.157276,5.626154
8.218392,5.213913
8.496726,6.526237
9.019205,13.488124
4.863581,10.05341
12.034943,9.359692
13.976576,6.847795
5.895603,6.56179
8.915623,9.977241
9.343209,11.043502
9.861814,11.46945
5.150128,3.17201
8.718702,10.376202
4.220636,11.658131
12.849838,5.129801
7.21405,4.067642
13.495099,8.085409
8.492009,3.67016
10.658895,7.578619
5.996673,3.830572
6.984924,9.263689
12.602752,8.413391
13.176749,12.349008
9.832371,12.543877
13.090742,5.826054
4.6492,7.820278
6.612767,8.055765
11.941361,3.750946
7.527977,13.581215
10.608513,5.183456
6.770553,9.885857
5.126444,5.247599
10.85302,4.832052
4.668331,8.678456
11.853308,3.237231
7.744413,5.841021
11.360224,7.898705
8.135878,4.284548
8.777259,4.68707
12.962081,9.281075
12.086109,11.687159
12.93416,7.940657
10.007679,5.371314
10.713073,10.422701
9.59423,4.542651
6.197826,4.239076
5.598383,11.577628
8.192939,11.227564
12.108546,13.64742
8.814081,11.397936
11.447977,3.000734
13.326287,11.219763
6.9756,4.062532
10.760607,8.5599
11.724686,5.960598
6.260572,4.992447
7.031579,12.786001
10.039968,7.486287
8.097056,11.189906
10.150632,13.402521
12.605476,13.527243
13.856753,6.519475
12.917061,13.418859
12.798892,3.107896
9.592167,7.401295
9.780177,6.322578
13.771058,3.268298
7.58587,8.872313
7.539388,4.486387
7.358201,6.246981
4.950219,11.178003
4.212137,4.285421
8.708831,8.236239
4.413685,11.93519
13.565227,4.867216
7.422063,7.24193
5.627805,4.076507
12.178638,12.202149
4.011297,8.512922
4.565816,8.337316
10.864019,9.160117
10.989798,5.484735
10.052,12.661195
11.64756,13.325086
5.946528,10.168007
9.313223,3.817522
5.551355,13.432475
5.613648,12.856149
9.527909,3.285925
6.532015,10.344277
7.294067,7.351496
13.081307,12.602905
6.000459,8.050187
5.737432,3.240179
12.648496,3.720922
6.849239,11.006471
7.061671,7.413759
5.475749,4.136535
12.878048,8.509859
13.666658,6.856196
11.901091,4.88568
7.346153,13.455448
8.647692,3.105747
11.819988,13.702757
10.37092,4.634267
9.865971,3.869638
6.403687,6.983323
13.590839,6.838334
12.650978,5.162375
8.835193,12.72754
9.644136,8.928574
7.203747,10.34974
7.871545,6.493132
11.301903,5.044538
12.201788,12.962733
6.830702,12.672774
10.568304,12.076011
12.872478,11.274363
11.450424,7.666481
5.903689,7.807744
6.230542,11.567168
6.880035,4.461483
12.392229,8.364949
11.077543,6.20201
10.115922,3.222151
7.774405,13.432259
9.661942,4.116721
6.913216,9.257604
8.790215,6.545219
8.935103,7.416333
9.873819,7.370389
7.148999,7.02183
9.650601,10.174184
9.108016,10.154362
6.243398,5.816371
13.860271,7.376445
13.401682,8.498914
4.683812,13.50369
7.359884,13.91615
8.608093,6.437421
5.721404,8.144381
11.002516,8.953208
12.080525,4.766707
12.757368,4.091668
7.772558,4.333655
8.400621,4.170957
9.341782,4.464042
9.722496,13.525839
10.601196,10.338722
13.405606,3.148361
8.108389,3.19833
7.300035,8.617625
13.00777,12.881265
4.193588,8.002528
6.847813,13.153304
13.887026,5.854113
5.845499,5.586753
9.886577,4.471782
8.084621,5.439202
12.856775,12.458548
13.172912,9.776266
8.394133,9.480258
6.982605,5.42515
13.834287,5.541511
11.55307,11.28222
10.744323,5.644052
11.207945,6.111014
5.687966,8.537484
6.285214,11.942941
12.021654,12.884046
8.077757,11.767447
5.814273,5.390071
4.243304,3.797269
8.340911,6.825803
4.803121,10.006042
7.17131,7.469284
9.218466,9.284743
9.510447,11.905944
12.678245,8.428818
8.27596,7.037901
10.411322,8.64045
11.833777,11.465603
6.316621,8.505279
6.307433,12.930542
13.667841,9.732445
13.454918,8.624698
13.824298,5.026174
6.571742,13.98695
8.798508,8.067614
13.024653,3.095365
8.183741,10.93368
12.780804,6.853285
12.132801,3.139923
6.768102,3.116977
8.085971,3.23196
13.211194,6.501233
11.88398,12.093398
12.809172,8.277393
6.78624,10.994049
7.287449,7.477854
10.528222,12.800548
6.076798,8.109313
4.499032,8.373509
11.498524,3.696482
12.523619,9.069837
8.838563,11.015295
11.060163,5.142325
6.268655,4.532918
6.651317,5.473188
10.669232,9.543331
7.577025,5.698646
5.402834,10.123382
13.975053,7.085956
6.696992,13.409443
6.509519,13.64438
12.548165,11.589803
5.408528,7.605958
7.740852,5.07263
5.399005,4.584154
6.221657,3.675803
9.115595,9.213328
8.699479,6.781036
10.84384,3.386748
6.941884,12.687428
7.068836,13.205429
7.290318,12.443637
7.209858,4.689264
11.211449,6.742406
8.288228,12.923244
6.159491,10.028482
7.298289,9.191934
11.46765,6.562055
8.403977,11.852338
5.654551,7.010514
13.935899,11.009922
8.418541,5.87676
10.904404,7.044986
11.64988,11.42842
11.886694,8.225246
4.357874,5.537793
10.740199,7.372916
13.03227,9.659203
13.48377,8.325066
5.427553,4.317168
11.223852,3.220501
11.667257,9.984332
12.202631,9.697694
12.39184,8.914116
4.850449,13.840716
7.130501,11.117142
9.608782,12.060354
13.827213,8.700828
4.171093,5.968819
7.857994,5.175398
8.150724,3.233808
8.909607,12.686389
11.22971,12.552809
12.36977,11.858011
8.080508,11.47599
9.980349,12.992316
8.516043,8.76054
6.258105,6.016469
6.310365,3.918837
12.473384,3.846171
13.3304,13.714706
10.358075,8.793927
13.503459,9.183397
5.305879,13.975896
9.141067,5.193218
5.619673,10.390327
7.435922,11.637198
13.496629,9.637578
9.970878,3.883084
5.186606,8.533803
4.01226,11.014206
9.572668,7.380109
13.721095,13.640386
12.867596,5.511397
8.158633,5.723816
13.829996,7.493456
7.433493,6.339742
8.505796,5.193753
6.746518,4.139495
9.656778,12.36286
4.160537,3.66981
7.139265,13.876373
13.612011,9.207527
9.552609,10.376885
11.529426,7.421455
7.943946,6.970111
7.137853,5.885402
9.528439,9.358944
6.812586,8.586047
9.386612,3.334597
10.897653,12.899188
10.932682,13.447879
6.472547,12.085254
11.083906,9.071763
10.407295,9.828067
6.719971,3.40987
9.627663,10.417636
5.794806,11.01782
4.878951,4.651162
12.250948,12.488815
13.647306,6.504939
12.667221,9.77374
5.65017,12.465039
12.411091,9.422189
13.587395,8.147219
5.520086,10.625196
4.65887,7.683924
11.772988,6.633169
6.488807,4.326696
11.320228,11.700484
8.599326,5.438384
7.271196,8.128738
9.915093,6.865721
10.695524,13.083761
8.311691,11.12768
4.912362,6.020029
6.392323,12.510761
8.240108,12.551424
5.53093,8.41148
10.26324,3.326236
7.282946,12.371488
8.610788,11.756866
13.667774,10.601695
8.314515,11.413662
7.199091,5.690939
13.415099,9.812091
9.091932,3.024046
6.111909,7.366272
10.374798,6.9837
13.506694,12.369985
11.471064,7.907043
6.575881,9.905431
9.441706,7.264615
12.558955,10.219944
8.284935,10.493581
8.423707,11.640379
13.492311,8.260098
13.572226,6.158683
8.606042,7.21798
13.414749,8.462543
8.531521,6.81985
11.904117,5.449672
6.290402,7.426124
12.961833,13.64312
5.896499,6.83332
12.886154,6.716421
7.61264,11.865272
10.814691,4.273932
8.424812,8.277764
7.77653,11.687473
13.791196,5.567286
4.766256,12.160079
12.704889,9.30856
9.862584,11.991484
11.190551,10.067112
8.273163,7.84367
7.742524,11.623828
7.207946,5.855369
4.1802,12.140572
9.279865,8.41933
9.84879,8.541514
6.250363,4.975997
9.328434,8.269355
10.492451,5.210345
5.945343,5.250399
7.944752,10.336916
7.933975,6.956452
12.951168,3.774216
4.290884,11.258143
4.936061,3.418567
7.991671,12.586899
5.587739,11.431773
7.010031,13.957042
12.938555,12.757856
12.125208,3.648671
5.826562,4.586837
11.109665,8.045005
6.4057,13.585202
8.540004,7.774142
5.28594,6.844155
9.80569,4.528144
6.494594,4.401501
11.102671,7.082576
13.617437,4.430077
10.531877,9.182624
5.39402,8.848941
6.081332,10.312859
5.168137,7.870408
9.212574,13.842576
12.778982,12.749053
12.828056,12.342366
11.954858,5.524575
11.864444,5.714048
9.300414,7.515942
6.602533,3.578601
7.874871,5.162137
5.6616,12.76283
9.280281,5.416748
4.528247,10.194566
9.539515,6.914764
10.764316,13.049263
13.082692,9.921468
7.351991,3.239599
9.105834,4.155119
10.7452,8.146036
13.468285,4.276608
8.224511,13.252797
4.519401,11.773721
13.749925,12.549466
4.309263,13.864238
11.54324,10.198953
8.441009,10.428298
5.086301,12.297905
6.637795,4.23376
6.624687,6.269115
12.939924,10.139885
5.225214,11.290168
13.988418,11.883189
12.06099,3.081715
6.831382,9.867193
11.429138,11.805944
10.537523,10.545851
13.472926,6.283987
9.243435,12.627145
7.674728,8.79765
9.440822,9.926052
7.491877,11.508782
8.919815,4.408795
7.900716,3.464598
6.827307,6.146412
11.896456,8.438884
5.370692,5.584972
4.928909,6.275115
12.813704,10.65052
10.496514,11.977679
6.360765,3.989768
10.475935,11.940658
4.183758,4.313609
5.906647,8.403012
12.964034,7.809544
9.578303,13.656768
5.557789,5.950107
4.8702,12.842117
6.127283,13.98304
5.200543,8.292135
8.385298,8.637138
4.394792,12.237499
7.129542,8.703561
7.199706,9.174659
8.750132,3.333893
4.020948,10.093544
8.220986,6.250784
6.516453,4.680316
8.796347,7.729944
11.406127,6.068733
8.930414,6.225396
4.572456,13.121234
7.383448,9.942431
12.650542,12.8169
5.621931,4.286091
13.912418,3.849695
12.374436,4.734348
6.137683,6.313989
6.76834,13.815603
8.194585,4.951916
8.298026,6.499577
12.800364,10.570463
4.024661,13.466134
8.957815,12.125571
5.254183,5.648657
8.816654,6.28051
8.159807,7.171119
7.325044,5.785516
11.513617,4.721471
5.512422,6.342612
12.829354,11.639772
13.078925,7.082777
5.270679,7.754432
4.184822,5.023784
12.752359,10.978157
12.156632,11.595952
11.544602,10.807244
9.709682,10.737936
8.60815,8.679101
6.632733,11.712212
9.301713,3.100436
5.853449,6.225583
12.43697,5.425029
7.123131,5.157096
12.286151,3.921915
11.91349,6.559371
5.175577,12.450807
8.272081,5.735564
7.654817,11.474458
6.225842,4.672854
7.834631,4.413442
11.206873,5.300984
6.478399,3.758387
9.919333,5.222738
8.335557,12.106037
13.983263,4.471565
12.166966,8.913563
8.090767,12.931177
13.620732,7.462199
8.786812,7.949027
9.104439,3.317885
12.789928,7.870047
11.862635,9.40442
13.151838,7.884749
13.615516,3.83209
10.112886,13.915296
13.794404,12.160537
10.884766,9.966523
8.13694,5.613201
9.029033,5.354429
5.963848,12.942399
12.834223,3.248562
11.533873,12.108511
11.742008,10.073337
4.150372,4.336898
5.072262,11.946186
6.76331,5.336714
4.592311,6.540827
5.248055,11.738443
4.130194,12.281372
8.03325,8.981214
8.221246,5.564093
13.669033,4.904017
4.29998,12.160037
9.520799,13.09318
8.55673,12.657768
7.417506,10.859289
11.641248,5.056395
12.074449,10.992665
10.870228,3.12573
13.585682,12.98563
9.274616,7.616703
11.359817,4.856821
12.414845,3.167297
13.102208,6.377073
13.208252,10.185742
7.365887,8.384525
6.922708,8.381585
12.785389,8.092158
13.497109,13.130772
4.828353,5.908354
9.687598,13.491614
5.025677,8.431687
7.70728,7.173537
12.084175,10.696696
8.715692,8.230463
4.974561,3.501977
8.449199,12.13031
11.880295,8.643304
12.129233,7.389862
5.910385,8.331989
11.738465,3.078637
8.686216,6.724741
4.271906,3.376571
9.85359,4.771765
6.219201,11.141627
10.407149,9.330491
4.534818,6.73616
7.516112,9.939002
11.655057,13.353172
10.908935,13.710238
9.813591,3.601935
4.648983,6.305816
10.540125,12.528981
7.956244,8.833684
6.985508,7.445886
4.616546,5.627294
10.520399,12.647842
12.845285,8.093735
4.134042,10.338783
10.429407,8.777142
11.439217,6.50354
12.066968,8.600493
13.921936,5.778209
12.686745,3.882292
4.389376,4.639683
8.422712,12.194426
7.143851,5.50522
9.732518,13.501793
13.894302,6.709767
7.996098,10.772937
12.761862,11.233233
13.398814,9.949619
13.534589,4.485189
10.996464,13.513958
11.8242,10.293468
7.526279,3.245357
12.456855,6.443803
9.792757,12.450279
10.30773,12.340024
9.210377,9.841727
8.74088,12.654298
8.833242,8.710942
10.036016,5.37687
4.790891,11.059627
10.265942,7.706052
6.446467,5.334122
5.72702,3.911604
13.915821,11.595657
7.943003,8.530371
8.938965,12.842533
5.056433,3.301505
12.639859,12.770758
12.343255,6.694036
8.632749,11.677988
7.078287,12.707217
5.376983,7.173295
7.348902,13.761451
5.205639,10.998127
13.082686,3.7069
11.067477,5.754193
7.245941,7.743858
6.827009,13.763679
9.926276,3.103071
5.844827,10.907982
12.256834,7.330072
11.711167,4.67676
6.694494,4.878543
4.788299,8.935014
8.742237,5.482877
6.191696,6.505722
10.1638,3.458311
4.895396,3.438289
11.376782,7.105729
9.020445,13.515126
9.957182,8.230395
9.066984,4.086512
6.281646,10.229211
9.990295,3.425126
13.168616,6.134802
11.701314,10.316736
5.091157,3.469113
4.423687,10.136388
12.745216,5.920982
4.067333,9.758437
7.80301,9.314306
9.735181,10.08357
8.103909,8.639742
8.066151,7.590078
13.661069,7.114472
12.417467,3.525817
12.638776,9.271583
8.554978,10.573335
4.237148,11.734379
10.985239,11.219782
13.78588,4.890343
8.151677,10.488138
7.31128,6.576282
12.813192,5.227884
13.611645,7.546531
4.517641,12.821763
10.219582,13.492847
6.82124,8.818558
12.658057,4.877874
11.390234,8.088704
11.354971,13.913962
12.798476,7.465038
11.964255,6.296381
10.778224,6.230941
10.398898,11.169268
13.902784,5.324587
11.066093,7.451565
12.873134,4.917572
6.948118,13.351128
11.01767,7.1211
12.537147,4.295191
8.618722,11.555507
13.781182,9.614954
4.897552,5.352209
10.198229,3.399462
9.048996,6.239149
7.815087,11.915902
8.576324,7.473774
4.459677,9.164531
5.105602,9.791689
9.372501,12.184479
10.887343,13.710412
9.633959,4.399798
7.016605,7.230279
4.723003,5.289885
6.83689,6.762064
4.274554,5.743069
13.737036,8.589461
6.125635,11.657865
5.3449,10.180815
5.531905,9.371217
7.753887,8.000034
13.061643,4.136443
10.130145,6.380402
13.7392,7.28186
13.458691,6.63327
7.905308,9.217419
9.241646,8.197496
5.446142,5.384842
13.465857,8.175134
5.084843,12.829341
11.69043,4.380822
12.193179,10.541249
9.559956,3.084812
4.544242,4.806236
9.885003,3.307887
9.608465,7.517521
8.057706,10.838114
6.024474,5.52276
9.395606,5.522215
4.126882,13.773443
13.87782,8.487198
4.404223,7.730121
4.319405,6.019635
4.454106,5.038219
13.012299,3.550062
4.304059,6.144591
7.643352,3.58862
5.159751,12.815423
6.679782,5.886952
4.545722,13.260722
11.641288,11.940354
6.918662,11.266808
5.056061,3.842642
7.750287,10.838075
8.170463,10.225669
10.230304,5.406365
11.60967,5.210512
5.253209,13.019139
9.76104,6.475051
5.254673,4.016688
13.807056,13.313694
11.874057,12.048851
6.633135,7.447338
8.267237,9.718815
4.048441,3.203656
10.965279,12.345473
13.584655,7.30027
5.582404,6.787291
4.859665,5.742413
12.411073,11.492702
9.612899,11.8819
11.966604,4.327791
11.894946,11.123335
9.827313,7.080739
7.178925,11.833084
9.326819,7.428672
6.600438,3.320999
5.662663,11.998275
9.134862,3.428315
4.309365,10.062342
8.546278,7.467435
5.460724,9.029084
4.63747,12.931008
8.828555,11.834877
11.977284,3.891102
6.734277,13.358747
8.528314,8.782154
7.758517,12.448105
6.79462,9.582232
8.219591,11.456278
8.614927,4.914565
12.140922,7.432726
9.902905,13.430085
5.603289,13.954613
13.665522,12.315205
7.024177,5.279724
6.380075,9.973141
7.893315,4.176272
4.404259,10.204679
11.429994,11.165572
9.850904,9.147837
13.81833,3.876061
13.077492,3.946825
10.717527,6.752967
5.069862,9.214808
7.10592,13.102804
11.263846,3.932284
12.202248,9.054751
11.924313,7.785652
9.644211,8.867874
7.902257,12.720028
11.603315,13.586379
12.159994,13.358743
13.371464,7.707307
13.295726,9.562528
6.205655,7.677544
13.195136,8.764587
10.130182,11.933301
11.592917,10.503197
4.764833,8.872339
7.959686,11.08412
10.142272,7.104264
4.364814,11.969226
10.722828,5.410141
13.786483,10.516726
6.733855,5.948869
11.004677,4.064632
5.900894,3.753921
10.867657,10.308143
12.924546,9.597452
5.316748,5.023083
4.467008,13.799052
6.058686,5.089702
4.993008,4.763687
7.168613,12.824972
10.592009,11.640325
5.308597,11.458408
8.50172,12.22027
5.539094,7.326785
8.353993,7.62613
5.697377,7.827502
12.984346,7.605308
13.64384,3.951554
13.426679,7.91937
9.338088,3.844574
5.315353,10.244415
11.428061,3.357194
10.07898,9.511032
7.881846,11.707291
8.984375,5.596305
7.459993,4.345263
9.632833,4.726833
9.718,5.374411
8.869515,6.565544
10.811592,4.871996
9.459099,7.948894
11.315792,10.005974
12.906025,4.764112
8.268842,6.503163
4.694216,13.338507
9.830483,7.383783
7.834841,5.394186
4.864232,7.660781
8.757126,10.04666
7.172749,7.313934
13.974259,7.080566
13.568605,9.31617
13.805306,12.527205
5.171789,6.98324
5.365666,7.411489
8.282089,6.801835
7.039821,12.504132
9.733223,6.890073
4.185436,11.592434
13.367355,13.248487
10.616882,3.550016
10.327045,10.3631
13.530821,9.457704
12.621185,13.149696
9.580529,10.648556
7.000309,11.07116
13.454238,9.49091
10.390028,10.938869
4.67298,8.723962
5.749692,4.063779
10.494409,3.35211
11.156881,5.865359
7.56938,13.874179
7.187113,13.922638
8.114987,12.860541
10.92931,4.837897
4.925444,9.469893
10.067966,13.184698
5.008301,12.147237
11.482401,3.329995
4.712028,9.332764
13.291406,10.335684
6.032284,12.481956
8.245197,10.370064
13.681613,10.156053
9.855366,11.902847
5.384076,8.84275
7.144447,10.226523
5.106723,8.255823
7.53781,9.327283
8.432524,11.796174
8.149552,8.158918
12.883215,9.950688
9.642177,3.362871
10.41242,7.449386
12.223225,13.864498
11.236179,6.338501
8.657163,9.113137
7.379035,6.421471
10.768005,10.123449
12.448155,4.255841
7.71004,11.917545
13.617208,7.360202
6.928028,8.972466
4.971657,5.805888
9.290552,9.894127
6.820402,5.125499
11.768109,3.230025
11.248883,5.385853
13.329199,7.269509
8.466256,5.153017
7.031895,9.858084
4.089548,4.318361
13.535695,5.4121
10.291746,11.504412
5.403881,11.489851
8.096009,8.830285
4.316385,5.494764
4.553552,11.035718
11.829046,12.091821
4.23204,4.709794
5.602405,11.65972
13.660988,6.333522
11.732506,12.297536
12.72586,13.365415
8.576547,7.775263
5.572733,3.130178
4.823815,7.406751
4.759431,13.361782
10.494465,5.709365
10.251703,8.331918
8.1169,3.209395
6.300625,12.839579
7.057493,6.060224
4.979173,3.213347
11.900931,12.465148
4.09941,10.973305
7.156702,3.923888
6.26465,9.435958
13.774409,11.903805
10.847775,12.198169
7.45467,5.31426
13.504132,12.20357
10.582742,12.527681
10.756623,9.158771
13.292132,9.324347
10.572836,9.313149
13.816904,3.904137
11.67161,3.082362
10.994797,12.271425
9.85414,9.109221
8.580935,4.177248
9.581096,5.371469
9.09291,13.367069
7.400047,3.176664
5.084811,7.743686
9.448999,8.319725
10.81046,11.989509
13.507404,11.266957
8.252571,12.880164
4.051613,8.921168
6.665126,9.921949
7.177589,6.219602
12.092847,7.438595
8.58019,8.009292
9.396444,7.724751
7.751633,3.89776
7.443995,5.051226
10.00384,9.570319
12.732436,8.524846
4.692108,3.125724
5.463812,12.660732
7.462444,13.074713
4.62291,6.922253
4.042615,3.066934
7.776873,7.374616
8.51599,4.290683
11.650598,3.542284
11.376789,11.816899
10.133389,3.015332
12.173293,8.734255
7.302024,11.06309
7.403351,10.290279
4.998192,10.250564
11.408176,8.785964
7.237145,11.634557
12.802516,3.18512
10.622033,8.098606
11.551474,10.664434
10.902944,8.582824
7.189357,4.412224
7.617122,13.313692
11.551557,12.100775
11.114232,7.403024
11.067974,3.59751
7.621405,13.768872
8.179774,6.940086
11.44214,3.006
11.007303,9.646806
11.601031,6.198869
6.477424,13.920569
4.697157,6.845778
10.815769,3.277356
10.701125,5.708006
7.460386,4.392537
5.477169,3.76499
